"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Paenemarmota barbouri",43059,"present/absent","bone",NA,"Mammals",14405,"Carter Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3625,NA,NA,"Rodentia","Sciuridae","Paenemarmota","Paenemarmota barbouri"
"Paenemarmota nevadensis",43530,"present/absent","bone",NA,"Mammals",14445,"Thousand Creek Beds",-118.733333333333,41.8875,3665,NA,NA,"Rodentia","Sciuridae","Paenemarmota","Paenemarmota nevadensis"
"Paenemarmota sp.",43140,"present/absent","bone",NA,"Mammals",14408,"Comosi Wash [Comosi Local Fauna] [UALP 9]",-110.552777777778,31.4016666666667,3628,NA,NA,"Rodentia","Sciuridae","Paenemarmota","Paenemarmota sp."
"Paenemarmota sp.",42880,"present/absent","bone",NA,"Mammals",14350,"Anita [UALP 7202]",-112.248055555556,35.8619444444444,3572,NA,NA,"Rodentia","Sciuridae","Paenemarmota","Paenemarmota sp."
"Palaeolama",39737,"present/absent","bone/tooth",NA,"Mammals",8584,"Cyprus Creek",-95.81603,29.953495,3277,NA,NA,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama"
"Palaeolama mirifica",44156,"present/absent","bone",NA,"Mammals",16112,"Waccasassa River VI",-82.8172222222222,29.1583333333333,3784,NA,NA,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26893,"present/absent","bone/tooth",NA,"Mammals",5174,"Reddick 1A",-82.1833333333333,29.3666666666667,1912,120000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26821,"present/absent","bone/tooth",NA,"Mammals",5171,"Edisto Beach [Edisto Island]",-80.2833333333333,32.5166666666667,1909,120000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26649,"present/absent","bone/tooth",NA,"Mammals",5154,"Sebastian Canal",-80.5166666666667,27.8333333333333,1892,NA,NA,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",27239,"present/absent","bone/tooth",NA,"Mammals",5196,"Rock Springs",-81.5,28.75,1936,110000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26290,"present/absent","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",27217,"present/absent","bone/tooth",NA,"Mammals",5195,"Lecanto 2A",-82.5,28.8666666666667,1935,110000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26992,"present/absent","bone/tooth",NA,"Mammals",5179,"Arredondo 1A",-82.4,29.6166666666667,1917,120000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26555,"present/absent","bone/tooth",NA,"Mammals",5151,"Vero",-80.4041666666667,27.65,1889,40000,10000,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26678,"present/absent","bone/tooth",NA,"Mammals",5155,"Seminole Field",-82.75,27.8,1893,110000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",27137,"present/absent","bone/tooth",NA,"Mammals",5186,"Ichtucknee River 3B",-82.7583333333333,29.975,1926,20000,10000,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",26797,"present/absent","bone/tooth",NA,"Mammals",5169,"Hornsby Springs",-82.6,29.85,1907,20000,10000,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",27271,"present/absent","bone/tooth",NA,"Mammals",5197,"Monkey Jungle Hammock",-80.4333333333333,25.5666666666667,1937,20000,10000,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",27044,"present/absent","bone/tooth",NA,"Mammals",5181,"Arredondo 2A",-82.4,29.6166666666667,1919,120000,11500,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Palaeolama mirifica",25892,"present/absent","bone/tooth","redeposited","Mammals",5106,"Page-Ladson [8JE591]",-84,30.1166666666667,1832,10700,10400,"Cetartiodactyla","Camelidae","Palaeolama","Palaeolama mirifica"
"Panthera leo atrox",23060,"present/absent","bone/tooth",NA,"Mammals",4929,"Carpinteria [LACM 139]",-119.505,34.3858333333333,1574,40000,10000,"Carnivora","Felidae","Panthera","Panthera leo atrox"
"Panthera leo atrox",99,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Carnivora","Felidae","Panthera","Panthera leo atrox"
"Panthera leo atrox",2322,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Carnivora","Felidae","Panthera","Panthera leo atrox"
"Panthera leo atrox",22911,"present/absent","bone/tooth",NA,"Mammals",4920,"San Pedro Lumber Company [UCMP V2047]",-118.25,33.75,1564,130000,120000,"Carnivora","Felidae","Panthera","Panthera leo atrox"
"Panthera onca /augusta",44157,"present/absent","bone",NA,"Mammals",16112,"Waccasassa River VI",-82.8172222222222,29.1583333333333,3784,NA,NA,NA,NA,NA,NA
"Paracryptotis rex",43044,"present/absent","bone",NA,"Mammals",14401,"Blufftop Local Fauna [UO 2778]",-119.25,46.5,3623,NA,NA,"Insectivora","Soricidae","Paracryptotis","Paracryptotis rex"
"Parailurus sp.",43506,"present/absent","bone",NA,"Mammals",14443,"Taunton [UWBM Locality A9326]",-119.344444444444,46.8030555555556,3663,NA,NA,"Carnivora","Procyonidae","Parailurus","Parailurus sp."
"Paramylodon",40292,"MNI","bone/tooth",NA,"Mammals",10120,"Domenigoni Valley",-117.029166666667,33.5138888888889,3326,NA,NA,"Pilosa","Mylodontidae","Paramylodon","Paramylodon"
"Paramylodon harlani",22064,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1503,16000,14000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26293,"present/absent","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",21976,"NISP","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26841,"present/absent","bone/tooth",NA,"Mammals",5172,"Mefford Cave I",-81.8666666666667,29.25,1910,35000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",35482,"NISP","bone/tooth",NA,"Mammals",295,"Boney Spring",-93.366944,38.111944,2821,16580,13550,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22137,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1507,32000,26000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22857,"present/absent","bone/tooth",NA,"Mammals",4912,"Dudley Ridge [Witt Site] [UCMPV75041]",-119.782777777778,35.9419444444444,1556,65000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",35513,"MNI","bone/tooth",NA,"Mammals",1361,"Jones Spring",-93.35,38.066667,2822,160000,51000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",35481,"MNI","bone/tooth",NA,"Mammals",295,"Boney Spring",-93.366944,38.111944,2821,16580,13550,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",23830,"NISP","bone/tooth",NA,"Mammals",4973,"Albuquerque Gravel Products Quarry",-106.5,35.1166666666667,1619,110000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",8903,"present/absent","bone/tooth",NA,"Mammals",3910,"Quinlan Local Fauna",-99,36.3666666666667,433,1500000,120000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",14458,"MNI","bone/tooth",NA,"Mammals",4330,"Kincaid Shelter [41UV2]",-99.4666666666667,29.3666666666667,918,15000,6020,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",27140,"present/absent","bone/tooth",NA,"Mammals",5186,"Ichtucknee River 3B",-82.7583333333333,29.975,1926,20000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",2326,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",27225,"present/absent","bone/tooth",NA,"Mammals",5196,"Rock Springs",-81.5,28.75,1936,110000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",16314,"present/absent","bone/tooth",NA,"Mammals",4484,"Oatville Sand Pit",-97.3666666666667,37.6166666666667,1087,110000,8000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",43933,"present/absent","bone",NA,"Mammals",16054,"White Knob Local Fauna [UCMP Locality V-2826][Locality 27]",-100.125,35.875,3746,NA,NA,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",17131,"MNI","bone/tooth",NA,"Mammals",4575,"Silver Creek",-111.502777777778,40.7208333333333,1178,1e+05,40000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",19490,"present/absent","bone/tooth",NA,"Mammals",4707,"La Grande",-118.0625,45.2936111111111,1342,11800,10200,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",8275,"present/absent","bone/tooth",NA,"Mammals",3869,"Avery Island",-91.75,29.8666666666667,381,12000,8390,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22161,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1508,35000,30000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22091,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1505,12500,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",103,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22674,"present/absent","bone/tooth",NA,"Mammals",4896,"Hawver Cave [UCMP 1069]",-120.866666666667,38.8666666666667,1540,110000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",18637,"MNI","bone/tooth",NA,"Mammals",4687,"Shonto [MNA 186]",-110.645833333333,36.5633333333333,1307,33000,29000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",14600,"present/absent","bone/tooth",NA,"Mammals",4336,"Big Bone Lick Ken-1",-84.6166666666667,38.8666666666667,925,11500,1,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22078,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1504,27000,23000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",30862,"present/absent","bone/tooth",NA,"Mammals",5530,"Kimmswick",-90.3847222222222,38.3794444444444,2288,20000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",23173,"present/absent","bone/tooth",NA,"Mammals",4943,"Mountain View Dump [USGS 1227]",-122.088333333333,37.4283333333333,1589,25000,20000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",17757,"present/absent","bone/tooth",NA,"Mammals",4624,"Fossil Lake",-120.366666666667,43.25,1227,65000,35000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",24827,"NISP","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",29837,"NISP","bone/tooth",NA,"Mammals",5463,"Aubrey [41DN479]",-96.8666666666667,33.25,2219,10946,10946,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",17132,"NISP","bone/tooth",NA,"Mammals",4575,"Silver Creek",-111.502777777778,40.7208333333333,1178,1e+05,40000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26627,"present/absent","bone/tooth",NA,"Mammals",5153,"Melbourne [Golf Course Locality]",-82.6833333333333,28.0666666666667,1891,40000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",21975,"MNI","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22894,"present/absent","bone/tooth",NA,"Mammals",4919,"Naval Housing Unit [LACM 5587]",-118.116666666667,33.7,1563,130000,120000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26557,"present/absent","bone/tooth",NA,"Mammals",5151,"Vero",-80.4041666666667,27.65,1889,40000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",27303,"present/absent","bone/tooth",NA,"Mammals",5199,"West Palm Beach",-80.1166666666667,26.6166666666667,1939,25000,15000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26798,"present/absent","bone/tooth",NA,"Mammals",5169,"Hornsby Springs",-82.6,29.85,1907,20000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",2651,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",35514,"NISP","bone/tooth",NA,"Mammals",1361,"Jones Spring",-93.35,38.066667,2822,160000,51000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",28051,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",27107,"present/absent","bone/tooth",NA,"Mammals",5185,"Ward Island 1",-84,30.1166666666667,1925,13000,10500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",6562,"MNI","bone/tooth",NA,"Mammals",3695,"Avenue",-97.75,30.25,196,17220,12170,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",25893,"present/absent","bone/tooth","redeposited","Mammals",5106,"Page-Ladson [8JE591]",-84,30.1166666666667,1832,10700,10400,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26895,"present/absent","bone/tooth",NA,"Mammals",5174,"Reddick 1A",-82.1833333333333,29.3666666666667,1912,120000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22981,"present/absent","bone/tooth",NA,"Mammals",4924,"Teichart Gravel Pit [UCMPV69129]",-121.370277777778,38.535,1568,112000,67000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",38931,"present/absent","bone/tooth",NA,"Mammals",6402,"Duck Point [Carr-Trimble]",-112.866666666667,42.6166666666667,3197,72000,15000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",24784,"NISP","bone/tooth",NA,"Mammals",5025,"Rainbow Beach [ISUM 72003]",-112.716666666667,42.8833333333333,1734,33000,21000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22108,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1506,34000,27000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",428,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",22801,"present/absent","bone/tooth",NA,"Mammals",4904,"McKittrick [UCMP 1370]",-119.616666666667,35.3166666666667,1548,40000,10000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26823,"present/absent","bone/tooth",NA,"Mammals",5171,"Edisto Beach [Edisto Island]",-80.2833333333333,32.5166666666667,1909,120000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",26680,"present/absent","bone/tooth",NA,"Mammals",5155,"Seminole Field",-82.75,27.8,1893,110000,11500,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon harlani",24826,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Pilosa","Mylodontidae","Paramylodon","Paramylodon harlani"
"Paramylodon P. harlani",44158,"present/absent","bone",NA,"Mammals",16112,"Waccasassa River VI",-82.8172222222222,29.1583333333333,3784,NA,NA,"Pilosa","Mylodontidae","Paramylodon","Paramylodon P. harlani"
"Paramylodon sp.",43179,"present/absent","bone",NA,"Mammals",14412,"Donnelly Ranch",-103.5,37.125,3632,NA,NA,"Pilosa","Mylodontidae","Paramylodon","Paramylodon sp."
"Pathera onca augusta",35412,"present/absent","bone/tooth",NA,"Mammals",6036,"Ozark Underground Laboratory [Tumbling Creek Cave/Bear Cave]",-93,36.6166666666667,2813,110000,11500,NA,NA,NA,NA
"Pathera P. onca augusta",35442,"MNI","bone/tooth",NA,"Mammals",6043,"West Cave",-92.25,37.6166666666667,2820,110000,11500,NA,NA,NA,NA
"Pathera P. onca augusta",35443,"NISP","bone/tooth",NA,"Mammals",6043,"West Cave",-92.25,37.6166666666667,2820,110000,11500,NA,NA,NA,NA
"Perognathus gidleyi",43199,"present/absent","bone",NA,"Mammals",14413,"Duncan",-109.104722222222,32.7213888888889,3633,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus gidleyi"
"Perognathus pearlettensis",43352,"present/absent","bone",NA,"Mammals",14431,"Red Quarry [Mount Blanco] [TMM Loc. 31176]",-101.192777777778,33.8155555555556,3651,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus pearlettensis"
"Perognathus pearlettensis",43051,"present/absent","bone",NA,"Mammals",14405,"Carter Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3625,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus pearlettensis"
"Perognathus pearlettensis",43304,"present/absent","bone",NA,"Mammals",14422,"Low Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3642,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus pearlettensis"
"Perognathus rexroadensis",43353,"present/absent","bone",NA,"Mammals",14431,"Red Quarry [Mount Blanco] [TMM Loc. 31176]",-101.192777777778,33.8155555555556,3651,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus rexroadensis"
"Perognathus rexroadensis",43305,"present/absent","bone",NA,"Mammals",14422,"Low Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3642,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus rexroadensis"
"Perognathus rexroadensis",43052,"present/absent","bone",NA,"Mammals",14405,"Carter Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3625,NA,NA,"Rodentia","Heteromyidae","Perognathus","Perognathus rexroadensis"
"Peromyscus antiquus",43440,"present/absent","bone",NA,"Mammals",14440,"Smith's Valley",-119.294166666667,38.5430555555556,3660,NA,NA,"Rodentia","Cricetidae","Peromyscus","Peromyscus antiquus"
"Peromyscus antiquus",43531,"present/absent","bone",NA,"Mammals",14445,"Thousand Creek Beds",-118.733333333333,41.8875,3665,NA,NA,"Rodentia","Cricetidae","Peromyscus","Peromyscus antiquus"
"Peromyscus cumberlandensis",3517,"present/absent","bone/tooth",NA,"Mammals",3564,"Ladd's Quarry",-84.8333333333333,34.15,41,11150,10190,"Rodentia","Cricetidae","Peromyscus","Peromyscus cumberlandensis"
"Peromyscus cumberlandensis",1294,"present/absent","bone/tooth",NA,"Mammals",3564,"Ladd's Quarry",-84.8333333333333,34.15,41,11150,10190,"Rodentia","Cricetidae","Peromyscus","Peromyscus cumberlandensis"
"Peromyscus hagermanensis",43200,"present/absent","bone",NA,"Mammals",14413,"Duncan",-109.104722222222,32.7213888888889,3633,NA,NA,"Rodentia","Cricetidae","Peromyscus","Peromyscus hagermanensis"
"Peromyscus imperfectus",22759,"present/absent","bone/tooth",NA,"Mammals",4903,"Maricopa [Maricopa Brea] [LACM 6731]",-119.366666666667,35,1547,40000,10000,"Rodentia","Cricetidae","Peromyscus","Peromyscus imperfectus"
"Peromyscus imperfectus",22138,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1507,32000,26000,"Rodentia","Cricetidae","Peromyscus","Peromyscus imperfectus"
"Peromyscus kansasensis",43053,"present/absent","bone",NA,"Mammals",14405,"Carter Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3625,NA,NA,"Rodentia","Cricetidae","Peromyscus","Peromyscus kansasensis"
"Peromyscus kansasensis",43306,"present/absent","bone",NA,"Mammals",14422,"Low Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3642,NA,NA,"Rodentia","Cricetidae","Peromyscus","Peromyscus kansasensis"
"Peromyscus nesodytes",23104,"present/absent","bone/tooth",NA,"Mammals",4934,"Blowout Above Cuyler [SMI-V-12]",-120.333333333333,34.0333333333333,1580,12500,10000,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",23099,"present/absent","bone/tooth",NA,"Mammals",4933,"Cuyler Harbor Beach [SMI-V-10]",-120.333333333333,34.0666666666667,1579,40000,25000,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",23110,"present/absent","bone/tooth",NA,"Mammals",4936,"Daisy Cave [SMI-261]",-120.3,34.0333333333333,1582,5940,1,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",24693,"present/absent","bone/tooth",NA,"Mammals",5018,"San Miguel Island Site SMI-261A [SMI-261A]",-120.3,34.0333333333333,1723,10000,1,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",23093,"present/absent","bone/tooth",NA,"Mammals",4932,"Simonton Bone Canyon [SMI-V-7]",-120.366666666667,34.0666666666667,1578,40000,25000,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",23086,"present/absent","bone/tooth",NA,"Mammals",4930,"Santa Rosa Island, Arlington Canyon",-120.083333333333,34,1575,35000,10000,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Peromyscus nesodytes",23089,"present/absent","bone/tooth",NA,"Mammals",4931,"Airport Locality [SMI-V-4]",-120.4,34.0666666666667,1577,12500,10000,"Rodentia","Cricetidae","Peromyscus","Peromyscus nesodytes"
"Pewelagus dawsonae",43344,"present/absent","bone",NA,"Mammals",14430,"Red Corral",-102.329722222222,35.6836111111111,3650,NA,NA,"Lagomorpha","Leporidae","Pewelagus","Pewelagus dawsonae"
"Planisorex dixonensis",43429,"present/absent","bone",NA,"Mammals",14438,"Seneca [UNSM Ho-105]",-101.171388888889,41.9394444444444,3658,NA,NA,"Insectivora","Soricidae","Planisorex","Planisorex dixonensis"
"Platygonus bicalcaratus",43422,"present/absent","bone",NA,"Mammals",14437,"Santa Fe River 4A",-82.625,29.75,3657,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus bicalcaratus"
"Platygonus bicalcaratus",43108,"present/absent","bone",NA,"Mammals",14407,"Cita Canyon [North Cita Canyon]",-101.7025,34.92075,3627,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus bicalcaratus"
"Platygonus bicalcaratus",43309,"present/absent","bone",NA,"Mammals",14422,"Low Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3642,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus bicalcaratus"
"Platygonus bicalcaratus",43413,"present/absent","bone",NA,"Mammals",14435,"Santa Fe River 1 (includes 1A & 1B)",-82.7833333333333,29.8333333333333,3655,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus bicalcaratus"
"Platygonus bicalcaratus",43060,"present/absent","bone",NA,"Mammals",14405,"Carter Quarry [Mount Blanco]",-101.192777777778,33.8155555555556,3625,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus bicalcaratus"
"Platygonus compressus",28726,"NISP","bone/tooth",NA,"Mammals",5334,"Indun Rockshelter [12MO350]",-86.5,39.1166666666667,2084,20000,900,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",31201,"present/absent","bone/tooth",NA,"Mammals",5577,"Ann Arbor Platygonus Site",-83.6166666666667,42.25,2336,15000,10790,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",33373,"present/absent","bone/tooth",NA,"Mammals",5770,"Hall's Cave [41KR474] [41229]",-99.5416666666666,30.1333333333333,2539,1100,200,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",6709,"present/absent","bone/tooth",NA,"Mammals",3705,"Agate Basin [48NO201]",-104.066666666667,43.3666666666667,206,10430,10220,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3596,"NISP","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",40341,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,3333,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35383,"MNI","bone/tooth",NA,"Mammals",6033,"Cherokee Cave",-90.2166666666667,38.5930555555556,2810,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",30538,"NISP","bone/tooth",NA,"Mammals",5524,"Zoo Cave",-92.8666666666667,36.6166666666667,2281,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",13472,"present/absent","bone/tooth",NA,"Mammals",4250,"Laubach Cave No. 1 [Inner Space Cavern] [40673]",-97.6166666666667,30.6166666666667,806,15850,15850,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",15282,"present/absent","bone/tooth",NA,"Mammals",4406,"Rogersville",-83,36.3666666666667,995,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
