"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Camelops sp.",5763,"present/absent","bone/tooth",NA,"Mammals",3664,"Howard Ranch",-99.75,34.3666666666667,152,16775,16775,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",39730,"present/absent","bone/tooth",NA,"Mammals",8584,"Cyprus Creek",-95.81603,29.953495,3277,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",38277,"present/absent","bone/tooth",NA,"Mammals",6329,"Wilcox Gravel Pit [UALP-50]",-109.85,32.15,3124,12970,12970,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",44454,"present/absent","bone",NA,"Mammals",16257,"Woody Draw Local Fauna [UCMP Locality V-5321]",-101.625,34.875,3849,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13140,"present/absent","bone/tooth",NA,"Mammals",4219,"Quitaque Creek",-100.5,34.25,775,35000,31400,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",40046,"present/absent","bone/tooth",NA,"Mammals",10033,"Sheep Rock Spring [24JF292]",-112.023,45.9062333333333,3306,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6776,"present/absent","bone/tooth",NA,"Mammals",3710,"Prospects Shelter [48BH305]",-108.116666666667,44.8666666666667,211,13500,10005,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",2989,"present/absent","bone/tooth",NA,"Mammals",3552,"Little Box Elder Cave [48CO287]",-105.616666666667,42.6166666666667,27,24000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",18625,"present/absent","bone/tooth",NA,"Mammals",4686,"Wizards Beach",-119.616666666667,40.1166666666667,1306,26000,25000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13383,"present/absent","bone/tooth",NA,"Mammals",4245,"Lewisville 1978-1980",-97,33.1166666666667,801,11300,10900,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",19011,"present/absent","bone/tooth",NA,"Mammals",4694,"Dry Cave",-104.481944444444,32.3736111111111,1325,35000,25000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5742,"present/absent","bone/tooth",NA,"Mammals",3661,"Bishop Gravel Pit No.1",-96,32.1166666666667,149,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22942,"present/absent","bone/tooth",NA,"Mammals",4923,"Newport Bay Mesa [LACM 1066]",-117.866666666667,33.5833333333333,1567,130000,120000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",42740,"present/absent","bone",NA,"Mammals",14326,"Beverly Pits",-113.416666666667,53.5,3550,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",2259,"NISP","bone/tooth","redeposited","Mammals",3532,"Lindenmeier [5LR13]",-105,40.8666666666667,2,11200,8400,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",12659,"present/absent","bone/tooth",NA,"Mammals",4193,"Dutton Ranch No. 3 [MV6615]",-112.866666666667,46.6166666666667,728,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",18713,"present/absent","bone/tooth",NA,"Mammals",4693,"Burnet Cave",-104.75,32.3666666666667,1313,11300,10900,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22835,"present/absent","bone/tooth",NA,"Mammals",4909,"Amedee [UCMPV69079]",-120.125,40.2916666666667,1553,30000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",7167,"present/absent","bone/tooth",NA,"Mammals",3761,"Pine Springs [48SW101]",-109.366666666667,41.0166666666667,262,9695,9695,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",2258,"MNI","bone/tooth","redeposited","Mammals",3532,"Lindenmeier [5LR13]",-105,40.8666666666667,2,11200,8400,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",35499,"NISP","bone/tooth",NA,"Mammals",1361,"Jones Spring",-93.35,38.066667,2822,160000,51000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22934,"present/absent","bone/tooth",NA,"Mammals",4922,"Bonita Creek [LACM 1068]",-117.866666666667,33.5833333333333,1566,130000,120000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5394,"present/absent","bone/tooth",NA,"Mammals",3644,"Smith Creek Cave [26WP46]",-114.083333333333,39.3333333333333,126,10000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",36,"NISP","bone/tooth","redeposited","Mammals",3532,"Lindenmeier [5LR13]",-105,40.8666666666667,2,11200,8400,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",19802,"present/absent","bone/tooth",NA,"Mammals",4722,"Sandia Cave",-106.4,35.2583333333333,1357,14000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",8408,"MNI","bone/tooth",NA,"Mammals",3885,"Jones",-100.366666666667,37.1166666666667,398,29000,26700,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",35,"MNI","bone/tooth","redeposited","Mammals",3532,"Lindenmeier [5LR13]",-105,40.8666666666667,2,11200,8400,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",44433,"present/absent","bone",NA,"Mammals",16252,"Winnemucca [0668]",-117.734722222222,40.9730555555556,3844,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",28017,"MNI","bone/tooth",NA,"Mammals",5259,"Poker Brown Crossing [26PPE23]",-118.25,40.5,2005,29000,23000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5737,"present/absent","bone/tooth",NA,"Mammals",3659,"Wharton Gravel Pit",-96,32.1166666666667,147,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43479,"present/absent","bone",NA,"Mammals",14443,"Taunton [UWBM Locality A9326]",-119.344444444444,46.8030555555556,3663,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",40085,"present/absent","bone/tooth",NA,"Mammals",10044,"Bergner Gravel Pit Locality [SDSM V8420]",-99.2916666666667,43.625,3313,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",34018,"present/absent","bone/tooth",NA,"Mammals",5848,"Jaguar Cave [Wolf River Cave]",-84.9438888888889,36.5327777777778,2619,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13357,"present/absent","bone/tooth",NA,"Mammals",4244,"Lewisville",-97,33.1166666666667,800,11300,10900,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp. (large)",43079,"present/absent","bone",NA,"Mammals",14407,"Cita Canyon [North Cita Canyon]",-101.7025,34.92075,3627,NA,NA,NA,NA,NA,NA
"Camelops sp. (small)",43080,"present/absent","bone",NA,"Mammals",14407,"Cita Canyon [North Cita Canyon]",-101.7025,34.92075,3627,NA,NA,NA,NA,NA,NA
"Camelops traviswhitei",43328,"present/absent","bone",NA,"Mammals",14425,"Meade Locality NO. 11 [Mount Blanco] [TMM 31181]",-101.192777777778,33.8155555555556,3645,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops traviswhitei"
"Canis dirus",26643,"present/absent","bone/tooth",NA,"Mammals",5154,"Sebastian Canal",-80.5166666666667,27.8333333333333,1892,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",24771,"NISP","bone/tooth",NA,"Mammals",5025,"Rainbow Beach [ISUM 72003]",-112.716666666667,42.8833333333333,1734,33000,21000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3541,"NISP","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22100,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1506,34000,27000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3766,"present/absent","bone/tooth",NA,"Mammals",3568,"Potter Creek Cave [5357,1055]",-122.280833333333,40.7838888888889,45,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22083,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1505,12500,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",24799,"NISP","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",31934,"present/absent","bone/tooth",NA,"Mammals",5666,"Guy Wilson Cave",-82.2166666666667,36.45,2430,19700,19700,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22179,"present/absent","bone/tooth",NA,"Mammals",4867,"Conkling Cavern [Beasley Cave] [LACM 10091]",-106.5,32.25,1510,25000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",148,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27022,"present/absent","bone/tooth",NA,"Mammals",5181,"Arredondo 2A",-82.4,29.6166666666667,1919,120000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3303,"MNI","bone/tooth",NA,"Mammals",3561,"Clark's Cave",-79.6569444444444,38.0861111111111,36,20000,11000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26847,"present/absent","bone/tooth",NA,"Mammals",5173,"Eichelberger Cave",-82.0833333333333,29.0333333333333,1911,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22775,"present/absent","bone/tooth",NA,"Mammals",4904,"McKittrick [UCMP 1370]",-119.616666666667,35.3166666666667,1548,40000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22055,"NISP","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1503,16000,14000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",1317,"MNI","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",852,"present/absent","bone/tooth",NA,"Mammals",3554,"Natural Trap Cave",-108.116666666667,44.8666666666667,29,10000,1,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",35390,"present/absent","bone/tooth",NA,"Mammals",6034,"Herculaneum Fissure",-90.3838888888889,38.2736111111111,2811,130000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",25723,"present/absent","bone/tooth",NA,"Mammals",5092,"Devil's Den",-82.3666666666667,29.3666666666667,1817,15000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3540,"MNI","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",13384,"present/absent","bone/tooth",NA,"Mammals",4245,"Lewisville 1978-1980",-97,33.1166666666667,801,11300,10900,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",5872,"present/absent","bone/tooth",NA,"Mammals",3670,"Williams Cave",-104.75,31.8666666666667,158,35000,1,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",8267,"present/absent","bone/tooth",NA,"Mammals",3869,"Avery Island",-91.75,29.8666666666667,381,12000,8390,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22847,"present/absent","bone/tooth",NA,"Mammals",4912,"Dudley Ridge [Witt Site] [UCMPV75041]",-119.782777777778,35.9419444444444,1556,65000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",40328,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,3333,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27248,"present/absent","bone/tooth",NA,"Mammals",5197,"Monkey Jungle Hammock",-80.4333333333333,25.5666666666667,1937,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26801,"present/absent","bone/tooth",NA,"Mammals",5171,"Edisto Beach [Edisto Island]",-80.2833333333333,32.5166666666667,1909,120000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26790,"present/absent","bone/tooth",NA,"Mammals",5169,"Hornsby Springs",-82.6,29.85,1907,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",30502,"NISP","bone/tooth",NA,"Mammals",5524,"Zoo Cave",-92.8666666666667,36.6166666666667,2281,110000,1,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",32639,"MNI","bone/tooth",NA,"Mammals",5736,"Welsh Cave [15WD13]",-84.7472222222222,37.8736111111111,2504,12950,12950,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26598,"present/absent","bone/tooth",NA,"Mammals",5153,"Melbourne [Golf Course Locality]",-82.6833333333333,28.0666666666667,1891,40000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26927,"present/absent","bone/tooth",NA,"Mammals",5176,"Haile 8A",-82.5666666666667,29.7,1914,130000,110000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",13484,"present/absent","bone/tooth",NA,"Mammals",4252,"Clamp Cave",-98.75,31.1166666666667,808,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22744,"present/absent","bone/tooth",NA,"Mammals",4903,"Maricopa [Maricopa Brea] [LACM 6731]",-119.366666666667,35,1547,40000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",40944,"present/absent","bone/tooth",NA,"Mammals",10533,"Samwel Cave",-122.2318,40.9171,3358,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",1543,"present/absent","bone/tooth",NA,"Mammals",3568,"Potter Creek Cave [5357,1055]",-122.280833333333,40.7838888888889,45,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",15435,"present/absent","bone/tooth",NA,"Mammals",4420,"Frankstown Cave",-78.25,40.3666666666667,1009,13740,13740,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27111,"present/absent","bone/tooth",NA,"Mammals",5186,"Ichtucknee River 3B",-82.7583333333333,29.975,1926,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",2371,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",25900,"present/absent","bone/tooth",NA,"Mammals",5106,"Page-Ladson [8JE591]",-84,30.1166666666667,1832,10700,10400,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",13604,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,813,NA,NA,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",14507,"present/absent","bone/tooth",NA,"Mammals",4331,"Ten Mile Rock [3WA197]",-94,35.8666666666667,920,35000,1,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",32640,"NISP","bone/tooth",NA,"Mammals",5736,"Welsh Cave [15WD13]",-84.7472222222222,37.8736111111111,2504,12950,12950,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",555,"present/absent","bone/tooth",NA,"Mammals",3546,"Peccary Cave",-93,35.8666666666667,21,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22657,"present/absent","bone/tooth",NA,"Mammals",4896,"Hawver Cave [UCMP 1069]",-120.866666666667,38.8666666666667,1540,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",1318,"NISP","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",38509,"present/absent","bone/tooth",NA,"Mammals",6364,"Muskox Cave",-104.5,32.1166666666667,3159,35000,1,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",1614,"present/absent","bone/tooth",NA,"Mammals",3569,"Samwell Cave",-122.23787,40.916911,48,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22117,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1507,32000,26000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",23056,"present/absent","bone/tooth",NA,"Mammals",4929,"Carpinteria [LACM 139]",-119.505,34.3858333333333,1574,40000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",1080,"MNI","bone/tooth",NA,"Mammals",3561,"Clark's Cave",-79.6569444444444,38.0861111111111,36,20000,11000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26262,"MNI","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27158,"present/absent","bone/tooth",NA,"Mammals",5190,"Dampier's Landing [Ichtucknee 5A]",-82.75,29.8666666666667,1930,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27001,"present/absent","bone/tooth",NA,"Mammals",5180,"Arredondo 1B",-82.4,29.6166666666667,1918,120000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",18024,"MNI","bone/tooth",NA,"Mammals",4675,"Ventana Cave [AZ Z:12:5]",-112.233333333333,32.3333333333333,1279,12600,7500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",31799,"present/absent","bone/tooth",NA,"Mammals",5655,"Hollidaysburg Fissure",-78.3666666666667,40.3666666666667,2418,11000,11000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",24798,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3621,"MNI","bone/tooth",NA,"Mammals",3566,"Brynjulfson Cave #1",-92.2805555555556,38.8519444444444,43,34600,9440,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22165,"present/absent","bone/tooth",NA,"Mammals",4866,"Hermit's Cave",-104.616666666667,32.25,1509,13000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22071,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1504,27000,23000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",26654,"present/absent","bone/tooth",NA,"Mammals",5155,"Seminole Field",-82.75,27.8,1893,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",14448,"MNI","bone/tooth",NA,"Mammals",4330,"Kincaid Shelter [41UV2]",-99.4666666666667,29.3666666666667,918,15000,6020,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",2778,"present/absent","bone/tooth",NA,"Mammals",3546,"Peccary Cave",-93,35.8666666666667,21,20000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",13426,"present/absent","bone/tooth",NA,"Mammals",4248,"Laubach Cave No. 3 [Inner Space Cavern] [41343]",-97.6166666666667,30.6166666666667,804,23230,23230,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",22972,"present/absent","bone/tooth",NA,"Mammals",4924,"Teichart Gravel Pit [UCMPV69129]",-121.370277777778,38.535,1568,112000,67000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",17659,"NISP","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",34019,"present/absent","bone/tooth",NA,"Mammals",5848,"Jaguar Cave [Wolf River Cave]",-84.9438888888889,36.5327777777778,2619,35000,10000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",27213,"present/absent","bone/tooth",NA,"Mammals",5195,"Lecanto 2A",-82.5,28.8666666666667,1935,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",28028,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",17680,"NISP","bone/tooth",NA,"Mammals",4612,"Lehner [Lehner Ranch] [UALP14]",-110.05,31.3333333333333,1215,12000,10800,"Carnivora","Canidae","Canis","Canis dirus"
"Canis dirus",3837,"present/absent","bone/tooth",NA,"Mammals",3569,"Samwell Cave",-122.23787,40.916911,48,110000,11500,"Carnivora","Canidae","Canis","Canis dirus"
